1.000092407070737877e-01 1.000095867191049537e-01 1.000100702094491451e-01 1.530999103974190234e+02 1.000106520033792468e-01 1.000094804943203741e-01 1.000091843616018189e-01 1.000099275392303533e-01 1.000108886715667528e-01 1.000105718751929385e-01
1.000128075949513196e-01 1.000142260418540180e-01 1.000144169570539865e-01 1.720998652169399463e+02 1.000148508316807405e-01 1.000160745436533688e-01 1.000154845938966697e-01 1.000160929553023381e-01 1.000160430602346912e-01 1.000147864813574899e-01
1.000015129703767380e-01 1.000026078750332614e-01 1.000026105132922755e-01 2.209997849714222085e+01 1.000027574595699076e-01 1.000016263501724428e-01 1.000017326785479221e-01 1.000030961357393638e-01 1.000037657663290641e-01 1.000017931087205658e-01
1.001148583341935211e-01 1.000688726811708867e-01 1.000880337660837588e-01 7.099226015821125557e+00 1.000605428106891986e-01 1.001176756536861778e-01 1.000972452718178196e-01 1.000758651866543586e-01 1.000535318909350768e-01 1.000973585836440333e-01
1.000013054168282095e-01 1.000014879284801123e-01 1.000021184903785998e-01 1.809997998198955216e+01 1.000026287350369303e-01 1.000010980843109021e-01 1.000013714427506473e-01 1.000017820660435847e-01 1.000067778325734319e-01 1.000014480140440504e-01
1.000152513081324773e-01 1.000254652843583503e-01 1.000177158182770504e-01 4.309983195195292893e+01 1.000185728652955991e-01 1.000181907604147935e-01 1.000175589621675604e-01 1.000151213875102585e-01 1.000213297447827276e-01 1.000188419161266717e-01
1.000009150375435751e-01 1.000012903558055721e-01 1.000021675514824182e-01 9.099984817191799635e+00 1.000033534225907433e-01 1.000007150182979226e-01 1.000017207618188603e-01 1.000020972592099294e-01 1.000017217242250706e-01 1.000012016772258011e-01
1.000088896097748176e-01 1.000098044887848953e-01 1.000096013987252369e-01 3.280999090956811983e+02 1.000096728941650553e-01 1.000094156602617662e-01 1.000097849190203919e-01 1.000113182908600185e-01 1.000126847476347225e-01 1.000097323098532442e-01
1.000122295863762056e-01 1.000132580632879242e-01 1.000138582007056853e-01 9.609987412090222847e+01 1.000133843009290424e-01 1.000170884459214565e-01 1.000142974047549677e-01 1.000152599301655093e-01 1.000129788691480198e-01 1.000135242965142363e-01
1.000066742396960168e-01 1.000082884429505381e-01 1.000080569886772075e-01 2.930999275507036259e+02 1.000078907901268965e-01 1.000080707436662025e-01 1.000081773086575476e-01 1.000084172046476760e-01 1.000109660177148502e-01 1.000059075603090125e-01
1.000021972477586202e-01 1.000015854639073332e-01 1.000024205756033790e-01 4.099980778554707328e+00 1.000023287150292456e-01 1.000014656895505255e-01 1.000017998594086299e-01 1.000018748918306971e-01 1.000034894556268844e-01 1.000020595465770379e-01
1.000145920304224278e-01 1.000160921462408259e-01 1.000161472135235458e-01 1.650998441656321631e+02 1.000165443763370438e-01 1.000176807427838183e-01 1.000171644072887916e-01 1.000196752302440484e-01 1.000186206503136943e-01 1.000193175706785426e-01
